dataset,robot_type,embodiment_type,data_type,task,data_id,directory,obj_pos_err,obj_quat_err,obj_pos_err_right,obj_pos_err_left,obj_quat_err_right,obj_quat_err_left,success,pos_err_threshold,quat_err_threshold
oakink,inspire,bimanual,mjwp_act,uncap_alcohol_burner,3,uncap_alcohol_burner/3,0.03789136956785094,0.3555344212605514,0.03789136956785094,0.026190550179431685,0.3555344212605514,0.9926179986157443,True,0.1,0.5
oakink,inspire,bimanual,mjwp_act,uncap_alcohol_burner,4,uncap_alcohol_burner/4,0.030214381291391465,0.43087065310518,0.030214381291391465,0.0546559786306092,0.43087065310518,1.000265752878729,True,0.1,0.5
oakink,inspire,bimanual,mjwp_act,uncap_alcohol_burner,1,uncap_alcohol_burner/1,0.023489528629247292,0.37439834817553824,0.023489528629247292,0.03786155880275594,0.37439834817553824,1.2306805527380054,True,0.1,0.5
oakink,inspire,bimanual,mjwp_act,uncap_alcohol_burner,0,uncap_alcohol_burner/0,0.035163912712509744,0.4296996671603131,0.035163912712509744,0.043184460920675835,0.4296996671603131,0.7114313330436702,True,0.1,0.5
oakink,inspire,bimanual,mjwp_act,uncap_alcohol_burner,2,uncap_alcohol_burner/2,0.044827400648706835,1.6198096268447855,0.044827400648706835,0.02750373087134894,1.6198096268447855,0.9032734146600301,False,0.1,0.5
oakink,inspire,bimanual,mjwp_act,stir_beaker,3,stir_beaker/3,0.1029177622008432,1.078809315435587,0.17856292949369143,0.027272594907994958,1.8515189536377685,0.30609967723340537,False,0.1,0.5
oakink,inspire,bimanual,mjwp_act,stir_beaker,4,stir_beaker/4,0.10291459632915499,1.0813624615883082,0.17291254724936597,0.032916645408944005,1.6900876058695193,0.4726373173070971,False,0.1,0.5
oakink,inspire,bimanual,mjwp_act,stir_beaker,1,stir_beaker/1,0.10966157278791577,1.1823567423914585,0.18738054507229232,0.03194260050353922,1.9743288497706035,0.3903846350123134,False,0.1,0.5
oakink,inspire,bimanual,mjwp_act,stir_beaker,0,stir_beaker/0,0.10652472932235946,0.9408743696758439,0.1831574957671557,0.029891962877563225,1.485480361443629,0.39626837790805886,False,0.1,0.5
oakink,inspire,bimanual,mjwp_act,stir_beaker,2,stir_beaker/2,0.10045431606849871,1.4250570664671651,0.17236679310614736,0.02854183903085007,2.4195217848075483,0.4305923481267819,False,0.1,0.5
oakink,inspire,bimanual,mjwp_act,unplug,3,unplug/3,0.04327316372221588,0.3249119792131384,0.06258529653214782,0.023961030912283937,0.5100586551532643,0.13976530327301248,True,0.1,0.5
oakink,inspire,bimanual,mjwp_act,unplug,4,unplug/4,0.049505737432463406,0.4459532872955078,0.08151959875047422,0.017491876114452593,0.7995337605543427,0.09237281403667295,True,0.1,0.5
oakink,inspire,bimanual,mjwp_act,unplug,1,unplug/1,0.04568230829362313,0.2618251276897675,0.06756229538461261,0.023802321202633647,0.39924518155887867,0.12440507382065631,True,0.1,0.5
oakink,inspire,bimanual,mjwp_act,unplug,0,unplug/0,0.050429312275531483,0.3475901792631312,0.06433241354388872,0.03652621100717425,0.3076452965384407,0.38753506198782167,True,0.1,0.5
oakink,inspire,bimanual,mjwp_act,unplug,2,unplug/2,0.034667672892993676,0.7773495573593692,0.05994917921249915,0.009386166573488201,1.4547023943151745,0.09999672040356387,False,0.1,0.5
oakink,inspire,bimanual,mjwp_act,pick_spoon_bowl,3,pick_spoon_bowl/3,0.09273577872468466,1.0262565452900343,0.16623571909067658,0.019235838358692758,2.0286640472070085,0.023849043373059917,False,0.1,0.5
oakink,inspire,bimanual,mjwp_act,pick_spoon_bowl,4,pick_spoon_bowl/4,0.07095149575644118,1.0586332692925093,0.12035727945451274,0.0215457120583696,2.0932602050356888,0.024006333549330055,False,0.1,0.5
oakink,inspire,bimanual,mjwp_act,pick_spoon_bowl,1,pick_spoon_bowl/1,0.0777629752079813,1.1648660624453582,0.11672036898462561,0.03880558143133698,2.2692056007677803,0.060526524122935965,False,0.1,0.5
oakink,inspire,bimanual,mjwp_act,pick_spoon_bowl,0,pick_spoon_bowl/0,0.07973293778943952,0.7770985507462832,0.1423732870626198,0.01709258851625923,1.5266863934471258,0.02751070804544066,False,0.1,0.5
oakink,inspire,bimanual,mjwp_act,pick_spoon_bowl,2,pick_spoon_bowl/2,0.07529861876891106,0.559953625148474,0.11790778917390798,0.032689448363914145,1.0834467188679804,0.03646053142896771,False,0.1,0.5
oakink,inspire,bimanual,mjwp_act,lift_board,3,lift_board/3,0.014623937323407572,0.144722902137798,0.014623937323407572,8.38063483735777e-06,0.144722902137798,0.0001514632889924436,True,0.1,0.5
oakink,inspire,bimanual,mjwp_act,lift_board,4,lift_board/4,0.015025198449470877,0.13471208596400638,0.015025198449470877,8.381118372132585e-06,0.13471208596400638,0.00015130579971679326,True,0.1,0.5
oakink,inspire,bimanual,mjwp_act,lift_board,1,lift_board/1,0.021835327804868073,0.11164793011394196,0.021835327804868073,8.36239602045756e-06,0.11164793011394196,0.0001518219479439344,True,0.1,0.5
oakink,inspire,bimanual,mjwp_act,lift_board,0,lift_board/0,0.06920010342720012,0.1845102698099559,0.06920010342720012,8.381780317505979e-06,0.1845102698099559,0.00015135883949700808,True,0.1,0.5
oakink,inspire,bimanual,mjwp_act,lift_board,2,lift_board/2,0.014564332628266981,0.14676619039986738,0.014564332628266981,8.382494622899275e-06,0.14676619039986738,0.00015146571505340767,True,0.1,0.5
oakink,inspire,bimanual,mjwp_act,pour_tube,3,pour_tube/3,0.36923215006403,1.5656009441143666,0.330001793821569,0.4084625063064909,1.4114554961927432,1.7197463920359901,False,0.1,0.5
oakink,inspire,bimanual,mjwp_act,pour_tube,4,pour_tube/4,0.11619921923055891,1.5630319912072783,0.14416379707629462,0.0882346413848232,1.0256330137443297,2.100430968670227,False,0.1,0.5
oakink,inspire,bimanual,mjwp_act,pour_tube,1,pour_tube/1,0.09108836754011965,0.9881323298359526,0.12964038940757713,0.05253634567266216,0.6299855338874163,1.3462791257844888,False,0.1,0.5
oakink,inspire,bimanual,mjwp_act,pour_tube,0,pour_tube/0,0.0985511833352659,1.935673071411728,0.15129190754440078,0.04581045912613101,2.4490429713199595,1.4223031715034968,False,0.1,0.5
oakink,inspire,bimanual,mjwp_act,pour_tube,2,pour_tube/2,0.10071323533907565,1.6531798643507214,0.14867339613544928,0.052753074542702026,2.030702858219329,1.2756568704821134,False,0.1,0.5
oakink,inspire,bimanual,mjwp_act,wipe_board,3,wipe_board/3,0.043086615673071475,0.4033672322669604,0.043086615673071475,0.018224563450867287,0.4033672322669604,0.3312989447470912,True,0.1,0.5
oakink,inspire,bimanual,mjwp_act,wipe_board,4,wipe_board/4,0.04836340656376848,0.5094283370502897,0.04836340656376848,0.03466348482793338,0.5094283370502897,1.5583311802182227,False,0.1,0.5
oakink,inspire,bimanual,mjwp_act,wipe_board,1,wipe_board/1,0.04027509012178922,0.4584459143768819,0.04027509012178922,0.015109174418442546,0.4584459143768819,0.13262684572755581,True,0.1,0.5
oakink,inspire,bimanual,mjwp_act,wipe_board,0,wipe_board/0,0.03396826496273632,0.3798906674279755,0.03396826496273632,0.019463205971500263,0.3798906674279755,0.1685699733918719,True,0.1,0.5
